"iteration","method","agents","neighbour","tax_rate","lambda","gini_coefficient","dd","ds","pa","tr","cy"
1,"null",10,10,0.1,0.8,0.27,2,20,26,18,7
5,"null",10,10,0.1,1.36,0.45,7,3,11,1,0
10,"null",10,10,0.1,1.38,0.25,14,11,15,23,11
20,"null",10,10,0.1,1.53,0.24,5,16,15,8,4
1,"null",20,20,0.1,1.4,0.21,79,80,122,51,14
5,"null",20,20,0.1,1.56,0.21,68,76,110,48,13
10,"null",20,20,0.1,1.68,0.23,35,31,82,22,3
20,"null",20,20,0.1,1.745,0.16,66,52,124,29,8
1,"null",50,20,0.1,1.16,0.18,293,290,570,47,17
5,"null",50,20,0.1,1.664,0.19,243,255,481,29,11
10,"null",50,20,0.1,1.74,0.33,215,210,463,53,15
20,"null",50,20,0.1,1.812,0.16,231,227,465,34,13
1,"null",100,20,0.1,1.3,0.25,622,566,1082,87,31
5,"null",100,20,0.1,1.74,0.22,536,510,975,62,18
10,"null",100,20,0.1,1.778,0.22,563,520,1075,90,38
20,"null",100,20,0.1,1.779,0.17,547,514,1104,75,24
1,"null",200,20,0.1,1.28,0.2,985,979,1848,120,43
5,"null",200,20,0.1,1.71,0.18,1053,1137,2338,158,60
10,"null",200,20,0.1,1.776,0.2,895,977,1878,120,44
20,"null",200,20,0.1,1.7665,0.2,1069,1090,2153,164,59
1,"winlo",10,10,0.1,1.8,0.26,7,16,4,13,23
5,"winlo",10,10,0.1,2.08,0.49,12,25,8,33,2
10,"winlo",10,10,0.1,2.08,0.52,25,26,11,25,0
20,"winlo",10,10,0.1,2.02,0.4,18,12,4,24,13
1,"winlo",20,20,0.1,2.6,0.39,109,161,95,106,22
5,"winlo",20,20,0.1,2.36,0.41,122,160,181,166,35
10,"winlo",20,20,0.1,2.18,0.45,154,135,124,132,24
20,"winlo",20,20,0.1,2.08,0.43,126,166,71,98,14
1,"winlo",50,20,0.1,2.84,0.41,541,670,482,110,5
5,"winlo",50,20,0.1,2.096,0.48,749,881,464,159,0
10,"winlo",50,20,0.1,2.144,0.49,838,940,469,207,2
20,"winlo",50,20,0.1,2.124,0.53,841,772,480,157,2
1,"winlo",100,20,0.1,2.4,0.36,925,1099,1004,160,9
5,"winlo",100,20,0.1,2.248,0.51,1751,1786,1117,350,4
10,"winlo",100,20,0.1,2.274,0.49,1618,1780,1189,357,2
20,"winlo",100,20,0.1,2.155,0.52,1772,1877,1171,390,7
1,"winlo",200,20,0.1,2.56,0.38,1925,2645,2040,402,33
5,"winlo",200,20,0.1,2.284,0.51,3481,3636,2133,691,4
10,"winlo",200,20,0.1,2.24,0.5,3298,3534,2193,645,9
20,"winlo",200,20,0.1,2.219,0.51,3385,3638,2400,743,9
